0,Forward-Right,1653983155547,1
3,Forward-Right,1653983156569,1
0,Forward-Right,1653983156679,1
1,Forward-Right,1653983156978,1
0,Forward-Right,1653983157073,1
5,Forward-Right,1653983157371,1
0,Forward-Right,1653983157465,1
4,Forward-Right,1653983157763,1
0,Forward-Right,1653983157858,1
6,Forward-Right,1653983158156,1
0,Forward-Right,1653983158250,1
2,Forward-Right,1653983158554,1
0,Forward-Right,1653983158643,1
2,Forward-Right,1653983158941,1
0,Forward-Right,1653983159051,1
4,Forward-Right,1653983159350,1
0,Forward-Right,1653983159445,1
1,Forward-Right,1653983159745,1
0,Forward-Right,1653983159840,1
5,Forward-Right,1653983160139,1
0,Forward-Right,1653983160233,1
3,Forward-Right,1653983160530,1
0,Forward-Right,1653983160625,1
6,Forward-Right,1653983160924,1
0,,1653983161018,0
