0,Forward-Left,1654800449931
6,Forward-Left,1654800450940
0,Forward-Left,1654800451443
5,Forward-Left,1654800451751
0,Forward-Left,1654800452251
4,Forward-Left,1654800452552
0,Forward-Left,1654800453050
3,Forward-Left,1654800453350
0,Forward-Left,1654800453851
1,Forward-Left,1654800454151
0,Forward-Left,1654800454650
2,Forward-Left,1654800454950
0,Forward-Left,1654800455443
6,Forward-Left,1654800455751
0,Forward-Left,1654800456251
3,Forward-Left,1654800456541
0,Forward-Left,1654800457041
1,Forward-Left,1654800457340
0,Forward-Left,1654800457840
5,Forward-Left,1654800458140
0,Forward-Left,1654800458641
2,Forward-Left,1654800458941
0,Forward-Left,1654800459441
4,Forward-Left,1654800459741
0,Forward-Left,1654800460240
2,Forward-Left,1654800460541
0,Forward-Left,1654800461040
6,Forward-Left,1654800461330
0,Forward-Left,1654800461830
4,Forward-Left,1654800462130
0,Forward-Left,1654800462630
5,Forward-Left,1654800462931
0,Forward-Left,1654800463426
3,Forward-Left,1654800463731
0,Forward-Left,1654800464230
1,Forward-Left,1654800464530
0,Forward-Left,1654800465030
2,Forward-Left,1654800465330
0,Forward-Left,1654800465841
3,Forward-Left,1654800466140
0,Forward-Left,1654800466640
6,Forward-Left,1654800466940
0,Forward-Left,1654800467442
4,Forward-Left,1654800467740
0,Forward-Left,1654800468240
5,Forward-Left,1654800468536
0,Forward-Left,1654800469031
1,Forward-Left,1654800469340
0,Forward-Left,1654800469845
3,Forward-Left,1654800470140
0,Forward-Left,1654800470640
4,Forward-Left,1654800470940
0,Forward-Left,1654800471440
2,Forward-Left,1654800471740
0,Forward-Left,1654800472240
1,Forward-Left,1654800472540
0,Forward-Left,1654800473039
6,Forward-Left,1654800473330
0,Forward-Left,1654800473831
5,Forward-Left,1654800474131
0,Forward-Left,1654800474630
2,Forward-Left,1654800474930
0,Forward-Left,1654800475430
5,Forward-Left,1654800475730
0,Forward-Left,1654800476230
1,Forward-Left,1654800476531
0,Forward-Left,1654800477031
6,Forward-Left,1654800477331
0,Forward-Left,1654800477831
3,Forward-Left,1654800478141
0,Forward-Left,1654800478640
4,Forward-Left,1654800478941
0,Forward-Left,1654800479440
3,Forward-Left,1654800479741
0,Forward-Left,1654800480240
6,Forward-Left,1654800480541
0,Forward-Left,1654800481035
4,Forward-Left,1654800481340
0,Forward-Left,1654800481850
2,Forward-Left,1654800482151
0,Forward-Left,1654800482645
1,Forward-Left,1654800482950
0,Forward-Left,1654800483451
5,Forward-Left,1654800483748
0,Forward-Left,1654800484250
4,Forward-Left,1654800484550
0,Forward-Left,1654800485050
5,Forward-Left,1654800485353
0,Forward-Left,1654800485850
6,Forward-Left,1654800486150
0,Forward-Left,1654800486650
1,Forward-Left,1654800486950
0,Forward-Left,1654800487450
3,Forward-Left,1654800487750
0,Forward-Left,1654800488250
2,Forward-Left,1654800488550
0,Forward-Left,1654800489060
6,Forward-Left,1654800489360
0,Forward-Left,1654800489853
4,Forward-Left,1654800490157
0,Forward-Left,1654800490649
3,Forward-Left,1654800490940
0,Forward-Left,1654800491436
1,Forward-Left,1654800491738
0,Forward-Left,1654800492229
5,Forward-Left,1654800492530
0,Forward-Left,1654800493030
2,Forward-Left,1654800493326
0,Forward-Left,1654800493827
4,Forward-Left,1654800494127
0,Forward-Left,1654800494620
3,Forward-Left,1654800494913
0,Forward-Left,1654800495407
2,Forward-Left,1654800495710
0,Forward-Left,1654800496206
1,Forward-Left,1654800496501
0,Forward-Left,1654800497006
5,Forward-Left,1654800497300
0,Forward-Left,1654800497791
6,Forward-Left,1654800498092
0,Forward-Left,1654800498591
1,Forward-Left,1654800498889
0,Forward-Left,1654800499394
3,Forward-Left,1654800499690
0,Forward-Left,1654800500190
2,Forward-Left,1654800500487
0,Forward-Left,1654800500992
4,Forward-Left,1654800501290
0,Forward-Left,1654800501790
6,Forward-Left,1654800502090
0,Forward-Left,1654800502590
5,Forward-Left,1654800502882
0,Forward-Left,1654800503380
5,Forward-Left,1654800503678
0,Forward-Left,1654800504186
6,Forward-Left,1654800504481
0,Forward-Left,1654800504974
1,Forward-Left,1654800505271
0,Forward-Left,1654800505771
2,Forward-Left,1654800506066
0,Forward-Left,1654800506557
4,Forward-Left,1654800506850
0,Forward-Left,1654800507343
3,Forward-Left,1654800507635
0,Forward-Left,1654800508135
4,Forward-Left,1654800508429
0,Forward-Left,1654800508930
6,Forward-Left,1654800509220
0,Forward-Left,1654800509719
2,Forward-Left,1654800510014
0,Forward-Left,1654800510507
